Product_Name,Category,Date,Units_Sold
Orange Juice (1L),Beverages,2023-01-17,69
Pasta (500g),Grains & Staples,2023-01-17,166
Potato Chips,Snacks & Confectionery,2023-01-17,100
Potatoes,Fruits & Vegetables,2023-01-17,142
Rice (5kg),Grains & Staples,2023-01-17,199
Salmon Fillet,Meat & Seafood,2023-01-17,65
Soy Sauce (300ml),Condiments & Spices,2023-01-17,54
Spinach,Fruits & Vegetables,2023-01-17,70
Tomato Ketchup,Condiments & Spices,2023-01-17,76
Tomatoes,Fruits & Vegetables,2023-01-17,72
Tuna (Canned),Meat & Seafood,2023-01-17,130
Vegetable Oil,Oils & Fats,2023-01-17,105
Whole Wheat Bread,Grains & Staples,2023-01-17,186
Bananas,Fruits & Vegetables,2023-01-18,165
Bell Pepper,Fruits & Vegetables,2023-01-18,64
Butter (250g),Oils & Fats,2023-01-18,99
Cheddar Cheese,Dairy & Eggs,2023-01-18,71
Chicken Breast,Meat & Seafood,2023-01-18,212
Cumin Powder,Condiments & Spices,2023-01-18,53
Dark Chocolate,Snacks & Confectionery,2023-01-18,112
Eggs (12pk),Dairy & Eggs,2023-01-18,239
Frozen Peas (500g),Frozen Foods,2023-01-18,84
Frozen Pizza,Frozen Foods,2023-01-18,91
Greek Yogurt,Dairy & Eggs,2023-01-18,84
Green Tea (20pk),Beverages,2023-01-18,76
Ground Beef,Meat & Seafood,2023-01-18,97
Honey (500g),Snacks & Confectionery,2023-01-18,53
Milk (1L),Dairy & Eggs,2023-01-18,167
Mineral Water (2L),Beverages,2023-01-18,123
Oats (1kg),Grains & Staples,2023-01-18,93
Olive Oil,Oils & Fats,2023-01-18,72
Onions,Fruits & Vegetables,2023-01-18,58
Orange Juice (1L),Beverages,2023-01-18,85
Pasta (500g),Grains & Staples,2023-01-18,162
Potato Chips,Snacks & Confectionery,2023-01-18,97
Potatoes,Fruits & Vegetables,2023-01-18,145
Rice (5kg),Grains & Staples,2023-01-18,190
Salmon Fillet,Meat & Seafood,2023-01-18,70
Soy Sauce (300ml),Condiments & Spices,2023-01-18,66
Spinach,Fruits & Vegetables,2023-01-18,55
Tomato Ketchup,Condiments & Spices,2023-01-18,66
Tomatoes,Fruits & Vegetables,2023-01-18,91
Tuna (Canned),Meat & Seafood,2023-01-18,140
Vegetable Oil,Oils & Fats,2023-01-18,106
Whole Wheat Bread,Grains & Staples,2023-01-18,159
Bananas,Fruits & Vegetables,2023-01-19,199
Bell Pepper,Fruits & Vegetables,2023-01-19,46
Butter (250g),Oils & Fats,2023-01-19,98
Cheddar Cheese,Dairy & Eggs,2023-01-19,86
Chicken Breast,Meat & Seafood,2023-01-19,202
Cumin Powder,Condiments & Spices,2023-01-19,46
Dark Chocolate,Snacks & Confectionery,2023-01-19,91
Eggs (12pk),Dairy & Eggs,2023-01-19,224
Frozen Peas (500g),Frozen Foods,2023-01-19,106
Frozen Pizza,Frozen Foods,2023-01-19,95
Greek Yogurt,Dairy & Eggs,2023-01-19,63
Green Tea (20pk),Beverages,2023-01-19,93
Ground Beef,Meat & Seafood,2023-01-19,68
Honey (500g),Snacks & Confectionery,2023-01-19,49
Milk (1L),Dairy & Eggs,2023-01-19,191
Mineral Water (2L),Beverages,2023-01-19,134
Oats (1kg),Grains & Staples,2023-01-19,121
Olive Oil,Oils & Fats,2023-01-19,62
Onions,Fruits & Vegetables,2023-01-19,96
Orange Juice (1L),Beverages,2023-01-19,89
Pasta (500g),Grains & Staples,2023-01-19,173
Potato Chips,Snacks & Confectionery,2023-01-19,91
Potatoes,Fruits & Vegetables,2023-01-19,125
Rice (5kg),Grains & Staples,2023-01-19,209
Salmon Fillet,Meat & Seafood,2023-01-19,84
Soy Sauce (300ml),Condiments & Spices,2023-01-19,62
Spinach,Fruits & Vegetables,2023-01-19,57
Tomato Ketchup,Condiments & Spices,2023-01-19,68
Tomatoes,Fruits & Vegetables,2023-01-19,60
Tuna (Canned),Meat & Seafood,2023-01-19,127
Vegetable Oil,Oils & Fats,2023-01-19,119
Whole Wheat Bread,Grains & Staples,2023-01-19,164
Bananas,Fruits & Vegetables,2023-01-20,185
Bell Pepper,Fruits & Vegetables,2023-01-20,38
Butter (250g),Oils & Fats,2023-01-20,97
Cheddar Cheese,Dairy & Eggs,2023-01-20,81
Chicken Breast,Meat & Seafood,2023-01-20,164
Cumin Powder,Condiments & Spices,2023-01-20,45
Dark Chocolate,Snacks & Confectionery,2023-01-20,80
Eggs (12pk),Dairy & Eggs,2023-01-20,227
Frozen Peas (500g),Frozen Foods,2023-01-20,107
Frozen Pizza,Frozen Foods,2023-01-20,111
Greek Yogurt,Dairy & Eggs,2023-01-20,71
Green Tea (20pk),Beverages,2023-01-20,76
Ground Beef,Meat & Seafood,2023-01-20,38
Honey (500g),Snacks & Confectionery,2023-01-20,61
Milk (1L),Dairy & Eggs,2023-01-20,166
Mineral Water (2L),Beverages,2023-01-20,169
Oats (1kg),Grains & Staples,2023-01-20,128
Olive Oil,Oils & Fats,2023-01-20,74
Onions,Fruits & Vegetables,2023-01-20,71
Orange Juice (1L),Beverages,2023-01-20,89
Pasta (500g),Grains & Staples,2023-01-20,151
Potato Chips,Snacks & Confectionery,2023-01-20,73
Potatoes,Fruits & Vegetables,2023-01-20,154
Rice (5kg),Grains & Staples,2023-01-20,204
Salmon Fillet,Meat & Seafood,2023-01-20,86
Soy Sauce (300ml),Condiments & Spices,2023-01-20,68
Spinach,Fruits & Vegetables,2023-01-20,83
Tomato Ketchup,Condiments & Spices,2023-01-20,60
Tomatoes,Fruits & Vegetables,2023-01-20,99
Tuna (Canned),Meat & Seafood,2023-01-20,117
Vegetable Oil,Oils & Fats,2023-01-20,143
Whole Wheat Bread,Grains & Staples,2023-01-20,158
Bananas,Fruits & Vegetables,2023-01-21,220
Bell Pepper,Fruits & Vegetables,2023-01-21,94
Butter (250g),Oils & Fats,2023-01-21,114
Cheddar Cheese,Dairy & Eggs,2023-01-21,89
Chicken Breast,Meat & Seafood,2023-01-21,216
Cumin Powder,Condiments & Spices,2023-01-21,60
Dark Chocolate,Snacks & Confectionery,2023-01-21,109
Eggs (12pk),Dairy & Eggs,2023-01-21,247
Frozen Peas (500g),Frozen Foods,2023-01-21,104
Frozen Pizza,Frozen Foods,2023-01-21,117
Greek Yogurt,Dairy & Eggs,2023-01-21,68
Green Tea (20pk),Beverages,2023-01-21,96
Ground Beef,Meat & Seafood,2023-01-21,108
Honey (500g),Snacks & Confectionery,2023-01-21,71
Milk (1L),Dairy & Eggs,2023-01-21,223
Mineral Water (2L),Beverages,2023-01-21,167
Oats (1kg),Grains & Staples,2023-01-21,120
Olive Oil,Oils & Fats,2023-01-21,81
Onions,Fruits & Vegetables,2023-01-21,128
Orange Juice (1L),Beverages,2023-01-21,91
Pasta (500g),Grains & Staples,2023-01-21,206
Potato Chips,Snacks & Confectionery,2023-01-21,121
Potatoes,Fruits & Vegetables,2023-01-21,185
Rice (5kg),Grains & Staples,2023-01-21,254
Salmon Fillet,Meat & Seafood,2023-01-21,75
Soy Sauce (300ml),Condiments & Spices,2023-01-21,93
Spinach,Fruits & Vegetables,2023-01-21,91
Tomato Ketchup,Condiments & Spices,2023-01-21,96
Tomatoes,Fruits & Vegetables,2023-01-21,131
Tuna (Canned),Meat & Seafood,2023-01-21,152
Vegetable Oil,Oils & Fats,2023-01-21,142
Whole Wheat Bread,Grains & Staples,2023-01-21,217
Bananas,Fruits & Vegetables,2023-01-22,179
Bell Pepper,Fruits & Vegetables,2023-01-22,69
Butter (250g),Oils & Fats,2023-01-22,113
Cheddar Cheese,Dairy & Eggs,2023-01-22,99
Chicken Breast,Meat & Seafood,2023-01-22,197
Cumin Powder,Condiments & Spices,2023-01-22,49
Dark Chocolate,Snacks & Confectionery,2023-01-22,117
Eggs (12pk),Dairy & Eggs,2023-01-22,280
Frozen Peas (500g),Frozen Foods,2023-01-22,90
Frozen Pizza,Frozen Foods,2023-01-22,80
Greek Yogurt,Dairy & Eggs,2023-01-22,67
Green Tea (20pk),Beverages,2023-01-22,91
Ground Beef,Meat & Seafood,2023-01-22,119
Honey (500g),Snacks & Confectionery,2023-01-22,68
Milk (1L),Dairy & Eggs,2023-01-22,224
Mineral Water (2L),Beverages,2023-01-22,224
Oats (1kg),Grains & Staples,2023-01-22,124
Olive Oil,Oils & Fats,2023-01-22,80
Onions,Fruits & Vegetables,2023-01-22,116
Orange Juice (1L),Beverages,2023-01-22,73
Pasta (500g),Grains & Staples,2023-01-22,208
Potato Chips,Snacks & Confectionery,2023-01-22,120
Potatoes,Fruits & Vegetables,2023-01-22,176
Rice (5kg),Grains & Staples,2023-01-22,221
Salmon Fillet,Meat & Seafood,2023-01-22,70
Soy Sauce (300ml),Condiments & Spices,2023-01-22,77
Spinach,Fruits & Vegetables,2023-01-22,81
Tomato Ketchup,Condiments & Spices,2023-01-22,83
Tomatoes,Fruits & Vegetables,2023-01-22,78
Tuna (Canned),Meat & Seafood,2023-01-22,176
Vegetable Oil,Oils & Fats,2023-01-22,142
Whole Wheat Bread,Grains & Staples,2023-01-22,187
Bananas,Fruits & Vegetables,2023-01-23,149
Bell Pepper,Fruits & Vegetables,2023-01-23,61
Butter (250g),Oils & Fats,2023-01-23,101
Cheddar Cheese,Dairy & Eggs,2023-01-23,91
Chicken Breast,Meat & Seafood,2023-01-23,222
Cumin Powder,Condiments & Spices,2023-01-23,51
Dark Chocolate,Snacks & Confectionery,2023-01-23,78
Eggs (12pk),Dairy & Eggs,2023-01-23,266
Frozen Peas (500g),Frozen Foods,2023-01-23,67
Frozen Pizza,Frozen Foods,2023-01-23,75
Greek Yogurt,Dairy & Eggs,2023-01-23,77
Green Tea (20pk),Beverages,2023-01-23,87
Ground Beef,Meat & Seafood,2023-01-23,92
Honey (500g),Snacks & Confectionery,2023-01-23,69
Milk (1L),Dairy & Eggs,2023-01-23,157
Mineral Water (2L),Beverages,2023-01-23,184
Oats (1kg),Grains & Staples,2023-01-23,94
Olive Oil,Oils & Fats,2023-01-23,72
Onions,Fruits & Vegetables,2023-01-23,75
Orange Juice (1L),Beverages,2023-01-23,65
Pasta (500g),Grains & Staples,2023-01-23,176
Potato Chips,Snacks & Confectionery,2023-01-23,92
Potatoes,Fruits & Vegetables,2023-01-23,164
Rice (5kg),Grains & Staples,2023-01-23,194
Salmon Fillet,Meat & Seafood,2023-01-23,65
Soy Sauce (300ml),Condiments & Spices,2023-01-23,45
Spinach,Fruits & Vegetables,2023-01-23,63
Tomato Ketchup,Condiments & Spices,2023-01-23,79
Tomatoes,Fruits & Vegetables,2023-01-23,63
Tuna (Canned),Meat & Seafood,2023-01-23,154
Vegetable Oil,Oils & Fats,2023-01-23,106
Whole Wheat Bread,Grains & Staples,2023-01-23,186
Bananas,Fruits & Vegetables,2023-01-24,119
Bell Pepper,Fruits & Vegetables,2023-01-24,39
Butter (250g),Oils & Fats,2023-01-24,97
Cheddar Cheese,Dairy & Eggs,2023-01-24,91
Chicken Breast,Meat & Seafood,2023-01-24,200
Cumin Powder,Condiments & Spices,2023-01-24,37
Dark Chocolate,Snacks & Confectionery,2023-01-24,120
Eggs (12pk),Dairy & Eggs,2023-01-24,198
Frozen Peas (500g),Frozen Foods,2023-01-24,94
Frozen Pizza,Frozen Foods,2023-01-24,80
Greek Yogurt,Dairy & Eggs,2023-01-24,62
Green Tea (20pk),Beverages,2023-01-24,82
Ground Beef,Meat & Seafood,2023-01-24,70
Honey (500g),Snacks & Confectionery,2023-01-24,55
Milk (1L),Dairy & Eggs,2023-01-24,181
Mineral Water (2L),Beverages,2023-01-24,188
Oats (1kg),Grains & Staples,2023-01-24,87
Olive Oil,Oils & Fats,2023-01-24,63
Onions,Fruits & Vegetables,2023-01-24,103
Orange Juice (1L),Beverages,2023-01-24,85
Pasta (500g),Grains & Staples,2023-01-24,150
Potato Chips,Snacks & Confectionery,2023-01-24,69
Potatoes,Fruits & Vegetables,2023-01-24,144
Rice (5kg),Grains & Staples,2023-01-24,196
Salmon Fillet,Meat & Seafood,2023-01-24,87
Soy Sauce (300ml),Condiments & Spices,2023-01-24,63
Spinach,Fruits & Vegetables,2023-01-24,44
Tomato Ketchup,Condiments & Spices,2023-01-24,57
Tomatoes,Fruits & Vegetables,2023-01-24,101
Tuna (Canned),Meat & Seafood,2023-01-24,102
Vegetable Oil,Oils & Fats,2023-01-24,130
Whole Wheat Bread,Grains & Staples,2023-01-24,158
Bananas,Fruits & Vegetables,2023-01-25,156
Bell Pepper,Fruits & Vegetables,2023-01-25,52
Butter (250g),Oils & Fats,2023-01-25,100
Cheddar Cheese,Dairy & Eggs,2023-01-25,67
Chicken Breast,Meat & Seafood,2023-01-25,176
Cumin Powder,Condiments & Spices,2023-01-25,58
Dark Chocolate,Snacks & Confectionery,2023-01-25,110
Eggs (12pk),Dairy & Eggs,2023-01-25,213
Frozen Peas (500g),Frozen Foods,2023-01-25,99
Frozen Pizza,Frozen Foods,2023-01-25,79
Greek Yogurt,Dairy & Eggs,2023-01-25,56
Green Tea (20pk),Beverages,2023-01-25,70
Ground Beef,Meat & Seafood,2023-01-25,61
Honey (500g),Snacks & Confectionery,2023-01-25,53
Milk (1L),Dairy & Eggs,2023-01-25,174
Mineral Water (2L),Beverages,2023-01-25,162
Oats (1kg),Grains & Staples,2023-01-25,118
Olive Oil,Oils & Fats,2023-01-25,66
Onions,Fruits & Vegetables,2023-01-25,84
Orange Juice (1L),Beverages,2023-01-25,115
Pasta (500g),Grains & Staples,2023-01-25,158
Potato Chips,Snacks & Confectionery,2023-01-25,83
Potatoes,Fruits & Vegetables,2023-01-25,157
Rice (5kg),Grains & Staples,2023-01-25,208
Salmon Fillet,Meat & Seafood,2023-01-25,89
Soy Sauce (300ml),Condiments & Spices,2023-01-25,76
Spinach,Fruits & Vegetables,2023-01-25,56
Tomato Ketchup,Condiments & Spices,2023-01-25,93
Tomatoes,Fruits & Vegetables,2023-01-25,104
Tuna (Canned),Meat & Seafood,2023-01-25,145
Vegetable Oil,Oils & Fats,2023-01-25,130
Whole Wheat Bread,Grains & Staples,2023-01-25,143
Bananas,Fruits & Vegetables,2023-01-26,264
Bell Pepper,Fruits & Vegetables,2023-01-26,90
Butter (250g),Oils & Fats,2023-01-26,144
Cheddar Cheese,Dairy & Eggs,2023-01-26,124
Chicken Breast,Meat & Seafood,2023-01-26,255
Cumin Powder,Condiments & Spices,2023-01-26,77
Dark Chocolate,Snacks & Confectionery,2023-01-26,162
Eggs (12pk),Dairy & Eggs,2023-01-26,325
Frozen Peas (500g),Frozen Foods,2023-01-26,134
Frozen Pizza,Frozen Foods,2023-01-26,118
Greek Yogurt,Dairy & Eggs,2023-01-26,90
Green Tea (20pk),Beverages,2023-01-26,107
Ground Beef,Meat & Seafood,2023-01-26,131
Honey (500g),Snacks & Confectionery,2023-01-26,77
Milk (1L),Dairy & Eggs,2023-01-26,252
Mineral Water (2L),Beverages,2023-01-26,237
Oats (1kg),Grains & Staples,2023-01-26,161
Olive Oil,Oils & Fats,2023-01-26,101
Onions,Fruits & Vegetables,2023-01-26,135
Orange Juice (1L),Beverages,2023-01-26,105
Pasta (500g),Grains & Staples,2023-01-26,237
Potato Chips,Snacks & Confectionery,2023-01-26,148
Potatoes,Fruits & Vegetables,2023-01-26,203
Rice (5kg),Grains & Staples,2023-01-26,276
Salmon Fillet,Meat & Seafood,2023-01-26,97
Soy Sauce (300ml),Condiments & Spices,2023-01-26,94
Spinach,Fruits & Vegetables,2023-01-26,123
Tomato Ketchup,Condiments & Spices,2023-01-26,120
Tomatoes,Fruits & Vegetables,2023-01-26,94
Tuna (Canned),Meat & Seafood,2023-01-26,192
Vegetable Oil,Oils & Fats,2023-01-26,182
Whole Wheat Bread,Grains & Staples,2023-01-26,246
Bananas,Fruits & Vegetables,2023-01-27,180
Bell Pepper,Fruits & Vegetables,2023-01-27,44
Butter (250g),Oils & Fats,2023-01-27,108
Cheddar Cheese,Dairy & Eggs,2023-01-27,73
Chicken Breast,Meat & Seafood,2023-01-27,209
Cumin Powder,Condiments & Spices,2023-01-27,44
Dark Chocolate,Snacks & Confectionery,2023-01-27,104
Eggs (12pk),Dairy & Eggs,2023-01-27,238
Frozen Peas (500g),Frozen Foods,2023-01-27,92
Frozen Pizza,Frozen Foods,2023-01-27,112
Greek Yogurt,Dairy & Eggs,2023-01-27,79
Green Tea (20pk),Beverages,2023-01-27,61
Ground Beef,Meat & Seafood,2023-01-27,87
Honey (500g),Snacks & Confectionery,2023-01-27,43
Milk (1L),Dairy & Eggs,2023-01-27,196
Mineral Water (2L),Beverages,2023-01-27,134
Oats (1kg),Grains & Staples,2023-01-27,110
Olive Oil,Oils & Fats,2023-01-27,65
Onions,Fruits & Vegetables,2023-01-27,92
Orange Juice (1L),Beverages,2023-01-27,84
Pasta (500g),Grains & Staples,2023-01-27,141
Potato Chips,Snacks & Confectionery,2023-01-27,116
Potatoes,Fruits & Vegetables,2023-01-27,150
Rice (5kg),Grains & Staples,2023-01-27,217
Salmon Fillet,Meat & Seafood,2023-01-27,79
Soy Sauce (300ml),Condiments & Spices,2023-01-27,79
Spinach,Fruits & Vegetables,2023-01-27,54
Tomato Ketchup,Condiments & Spices,2023-01-27,50
Tomatoes,Fruits & Vegetables,2023-01-27,64
Tuna (Canned),Meat & Seafood,2023-01-27,143
Vegetable Oil,Oils & Fats,2023-01-27,114
Whole Wheat Bread,Grains & Staples,2023-01-27,154
Bananas,Fruits & Vegetables,2023-01-28,200
Bell Pepper,Fruits & Vegetables,2023-01-28,79
Butter (250g),Oils & Fats,2023-01-28,124
Cheddar Cheese,Dairy & Eggs,2023-01-28,113
Chicken Breast,Meat & Seafood,2023-01-28,223
Cumin Powder,Condiments & Spices,2023-01-28,65
Dark Chocolate,Snacks & Confectionery,2023-01-28,89
Eggs (12pk),Dairy & Eggs,2023-01-28,252
Frozen Peas (500g),Frozen Foods,2023-01-28,102
Frozen Pizza,Frozen Foods,2023-01-28,83
Greek Yogurt,Dairy & Eggs,2023-01-28,74
Green Tea (20pk),Beverages,2023-01-28,89
Ground Beef,Meat & Seafood,2023-01-28,99
Honey (500g),Snacks & Confectionery,2023-01-28,71
Milk (1L),Dairy & Eggs,2023-01-28,208
Mineral Water (2L),Beverages,2023-01-28,215
Oats (1kg),Grains & Staples,2023-01-28,115
Olive Oil,Oils & Fats,2023-01-28,89
Onions,Fruits & Vegetables,2023-01-28,88
Orange Juice (1L),Beverages,2023-01-28,83
Pasta (500g),Grains & Staples,2023-01-28,218
Potato Chips,Snacks & Confectionery,2023-01-28,105
Potatoes,Fruits & Vegetables,2023-01-28,178
Rice (5kg),Grains & Staples,2023-01-28,262
Salmon Fillet,Meat & Seafood,2023-01-28,112
Soy Sauce (300ml),Condiments & Spices,2023-01-28,82
Spinach,Fruits & Vegetables,2023-01-28,86
Tomato Ketchup,Condiments & Spices,2023-01-28,78
Tomatoes,Fruits & Vegetables,2023-01-28,82
Tuna (Canned),Meat & Seafood,2023-01-28,148
Vegetable Oil,Oils & Fats,2023-01-28,137
Whole Wheat Bread,Grains & Staples,2023-01-28,205
Bananas,Fruits & Vegetables,2023-01-29,204
Bell Pepper,Fruits & Vegetables,2023-01-29,65
Butter (250g),Oils & Fats,2023-01-29,120
Cheddar Cheese,Dairy & Eggs,2023-01-29,112
Chicken Breast,Meat & Seafood,2023-01-29,248
Cumin Powder,Condiments & Spices,2023-01-29,61
Dark Chocolate,Snacks & Confectionery,2023-01-29,140
Eggs (12pk),Dairy & Eggs,2023-01-29,202
Frozen Peas (500g),Frozen Foods,2023-01-29,119
Frozen Pizza,Frozen Foods,2023-01-29,88
Greek Yogurt,Dairy & Eggs,2023-01-29,82
Green Tea (20pk),Beverages,2023-01-29,106
Ground Beef,Meat & Seafood,2023-01-29,138
Honey (500g),Snacks & Confectionery,2023-01-29,65
Milk (1L),Dairy & Eggs,2023-01-29,206
Mineral Water (2L),Beverages,2023-01-29,203
Oats (1kg),Grains & Staples,2023-01-29,152
Olive Oil,Oils & Fats,2023-01-29,99
Onions,Fruits & Vegetables,2023-01-29,91
Orange Juice (1L),Beverages,2023-01-29,77
Pasta (500g),Grains & Staples,2023-01-29,195
Potato Chips,Snacks & Confectionery,2023-01-29,107
Potatoes,Fruits & Vegetables,2023-01-29,184
Rice (5kg),Grains & Staples,2023-01-29,223
Salmon Fillet,Meat & Seafood,2023-01-29,96
Soy Sauce (300ml),Condiments & Spices,2023-01-29,62
Spinach,Fruits & Vegetables,2023-01-29,96
Tomato Ketchup,Condiments & Spices,2023-01-29,94
Tomatoes,Fruits & Vegetables,2023-01-29,61
Tuna (Canned),Meat & Seafood,2023-01-29,131
Vegetable Oil,Oils & Fats,2023-01-29,131
Whole Wheat Bread,Grains & Staples,2023-01-29,138
Bananas,Fruits & Vegetables,2023-01-30,158
Bell Pepper,Fruits & Vegetables,2023-01-30,58
Butter (250g),Oils & Fats,2023-01-30,113
Cheddar Cheese,Dairy & Eggs,2023-01-30,78
Chicken Breast,Meat & Seafood,2023-01-30,120
Cumin Powder,Condiments & Spices,2023-01-30,43
Dark Chocolate,Snacks & Confectionery,2023-01-30,87
Eggs (12pk),Dairy & Eggs,2023-01-30,250
Frozen Peas (500g),Frozen Foods,2023-01-30,112
Frozen Pizza,Frozen Foods,2023-01-30,103
Greek Yogurt,Dairy & Eggs,2023-01-30,70
Green Tea (20pk),Beverages,2023-01-30,95
Ground Beef,Meat & Seafood,2023-01-30,66
Honey (500g),Snacks & Confectionery,2023-01-30,59
Milk (1L),Dairy & Eggs,2023-01-30,181
Mineral Water (2L),Beverages,2023-01-30,175
Oats (1kg),Grains & Staples,2023-01-30,105
Olive Oil,Oils & Fats,2023-01-30,64
Onions,Fruits & Vegetables,2023-01-30,102
Orange Juice (1L),Beverages,2023-01-30,67
Pasta (500g),Grains & Staples,2023-01-30,167
Potato Chips,Snacks & Confectionery,2023-01-30,90
Potatoes,Fruits & Vegetables,2023-01-30,146
Rice (5kg),Grains & Staples,2023-01-30,191
Salmon Fillet,Meat & Seafood,2023-01-30,93
Soy Sauce (300ml),Condiments & Spices,2023-01-30,66
Spinach,Fruits & Vegetables,2023-01-30,55
Tomato Ketchup,Condiments & Spices,2023-01-30,58
Tomatoes,Fruits & Vegetables,2023-01-30,55
Tuna (Canned),Meat & Seafood,2023-01-30,138
Vegetable Oil,Oils & Fats,2023-01-30,121
Whole Wheat Bread,Grains & Staples,2023-01-30,160
Bananas,Fruits & Vegetables,2023-01-31,174
Bell Pepper,Fruits & Vegetables,2023-01-31,53
Butter (250g),Oils & Fats,2023-01-31,103
Cheddar Cheese,Dairy & Eggs,2023-01-31,80
Chicken Breast,Meat & Seafood,2023-01-31,187
Cumin Powder,Condiments & Spices,2023-01-31,36
Dark Chocolate,Snacks & Confectionery,2023-01-31,89
Eggs (12pk),Dairy & Eggs,2023-01-31,237
Frozen Peas (500g),Frozen Foods,2023-01-31,69
Frozen Pizza,Frozen Foods,2023-01-31,74
Greek Yogurt,Dairy & Eggs,2023-01-31,43
Green Tea (20pk),Beverages,2023-01-31,89
Ground Beef,Meat & Seafood,2023-01-31,121
Honey (500g),Snacks & Confectionery,2023-01-31,70
Milk (1L),Dairy & Eggs,2023-01-31,188
Mineral Water (2L),Beverages,2023-01-31,200
Oats (1kg),Grains & Staples,2023-01-31,117
Olive Oil,Oils & Fats,2023-01-31,57
Onions,Fruits & Vegetables,2023-01-31,80
Orange Juice (1L),Beverages,2023-01-31,44
Pasta (500g),Grains & Staples,2023-01-31,155
Potato Chips,Snacks & Confectionery,2023-01-31,98
Potatoes,Fruits & Vegetables,2023-01-31,150
Rice (5kg),Grains & Staples,2023-01-31,191
Salmon Fillet,Meat & Seafood,2023-01-31,88
Soy Sauce (300ml),Condiments & Spices,2023-01-31,68
Spinach,Fruits & Vegetables,2023-01-31,72
Tomato Ketchup,Condiments & Spices,2023-01-31,72
Tomatoes,Fruits & Vegetables,2023-01-31,54
Tuna (Canned),Meat & Seafood,2023-01-31,117
Vegetable Oil,Oils & Fats,2023-01-31,109
Whole Wheat Bread,Grains & Staples,2023-01-31,151
Bananas,Fruits & Vegetables,2023-02-01,184
Bell Pepper,Fruits & Vegetables,2023-02-01,90
Butter (250g),Oils & Fats,2023-02-01,111
Cheddar Cheese,Dairy & Eggs,2023-02-01,83
Chicken Breast,Meat & Seafood,2023-02-01,163
Cumin Powder,Condiments & Spices,2023-02-01,52
Dark Chocolate,Snacks & Confectionery,2023-02-01,102
Eggs (12pk),Dairy & Eggs,2023-02-01,182
Frozen Peas (500g),Frozen Foods,2023-02-01,93
Frozen Pizza,Frozen Foods,2023-02-01,87
Greek Yogurt,Dairy & Eggs,2023-02-01,50
Green Tea (20pk),Beverages,2023-02-01,88
Ground Beef,Meat & Seafood,2023-02-01,87
Honey (500g),Snacks & Confectionery,2023-02-01,52
Milk (1L),Dairy & Eggs,2023-02-01,178
Mineral Water (2L),Beverages,2023-02-01,151
Oats (1kg),Grains & Staples,2023-02-01,94
Olive Oil,Oils & Fats,2023-02-01,54
Onions,Fruits & Vegetables,2023-02-01,79
Orange Juice (1L),Beverages,2023-02-01,100
Pasta (500g),Grains & Staples,2023-02-01,144
Potato Chips,Snacks & Confectionery,2023-02-01,83
Potatoes,Fruits & Vegetables,2023-02-01,164
Rice (5kg),Grains & Staples,2023-02-01,248
Salmon Fillet,Meat & Seafood,2023-02-01,65
Soy Sauce (300ml),Condiments & Spices,2023-02-01,75
Spinach,Fruits & Vegetables,2023-02-01,82
Tomato Ketchup,Condiments & Spices,2023-02-01,79
Tomatoes,Fruits & Vegetables,2023-02-01,59
Tuna (Canned),Meat & Seafood,2023-02-01,111
Vegetable Oil,Oils & Fats,2023-02-01,108
Whole Wheat Bread,Grains & Staples,2023-02-01,139
